,source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,obs_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method,env_package
140,EMOBON_PiEGetxo_Wa_5,EMO BON PiEGetxo Wa 210824 3um (BLANK),EMOBON metagenome water sample from station PiEGetxo collected on 2021-08-24 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,MilliQ water [ENVO:00003065],2021-08-24,PiEGetxo_Wa_210824,Oihane Diaz de Cerio,0000-0002-5605-8434,no_tide,,,blank_1,,,3-200,3.0,200.0,,,WaSOP 1,MasterFlex L/S,2021-08-24,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2021-10-08,2021-10-11,-70.0,2021-11-24,2021-11-24,,,,EMOBON00039,PiEGetxo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
141,EMOBON_PiEGetxo_Wa_6,EMO BON PiEGetxo Wa 210824 0.2um (BLANK),EMOBON metagenome water sample from station PiEGetxo collected on 2021-08-24 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,MilliQ water [ENVO:00003065],2021-08-24,PiEGetxo_Wa_210824,Oihane Diaz de Cerio,0000-0002-5605-8434,no_tide,,,blank_1,,,0.2-3,0.2,3.0,,,WaSOP 1,MasterFlex L/S,2021-08-24,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2021-10-08,2021-10-11,-70.0,2021-11-24,2021-11-24,,,,EMOBON00040,PiEGetxo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
142,EMOBON_PiEGetxo_Wa_12,EMO BON PiEGetxo Wa 211027 3um (1),EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,PiEGetxo_Wa_211027,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,1,10.0,1.0,3-200,3.0,200.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-10-27,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00206,PiEGetxo,0.502835,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,15.18,EXO2 multiparameter sonde,15.18,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,,,,,,,,,,40.6864,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.32,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0;Anteraxanthin: 0;α-carotene: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.138374258;clorophyll C1: 0;clorophyll C2: 0.026793001;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.048811447;Hfu: 0;Lutein: 0;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
143,EMOBON_PiEGetxo_Wa_13,EMO BON PiEGetxo Wa 211027 3um (2),EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,PiEGetxo_Wa_211027,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,2,10.0,1.0,3-200,3.0,200.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-10-27,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00207,PiEGetxo,0.502835,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,15.18,EXO2 multiparameter sonde,15.18,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,,,,,,,,,,40.6864,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.32,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0;Anteraxanthin: 0;α-carotene: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.138374258;clorophyll C1: 0;clorophyll C2: 0.026793001;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.048811447;Hfu: 0;Lutein: 0;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
144,EMOBON_PiEGetxo_Wa_14,EMO BON PiEGetxo Wa 211027 0.2um (1),EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,PiEGetxo_Wa_211027,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,1,10.0,1.0,0.2-3,0.2,3.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-10-27,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00208,PiEGetxo,0.502835,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,15.18,EXO2 multiparameter sonde,15.18,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,,,,,,,,,,40.6864,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.32,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0;Anteraxanthin: 0;α-carotene: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.138374258;clorophyll C1: 0;clorophyll C2: 0.026793001;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.048811447;Hfu: 0;Lutein: 0;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
145,EMOBON_PiEGetxo_Wa_15,EMO BON PiEGetxo Wa 211027 0.2um (2),EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,PiEGetxo_Wa_211027,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,2,10.0,1.0,0.2-3,0.2,3.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-10-27,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00209,PiEGetxo,0.502835,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,15.18,EXO2 multiparameter sonde,15.18,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,32.81,EXO2 multiparameter sonde,,,,,,,,,,40.6864,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.32,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0;Anteraxanthin: 0;α-carotene: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.138374258;clorophyll C1: 0;clorophyll C2: 0.026793001;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.048811447;Hfu: 0;Lutein: 0;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
146,EMOBON_PiEGetxo_Wa_48,EMO BON PiEGetxo Wa  211222  3um (1),EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,PiEGetxo_Wa_211222,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,1,8.5,1.0,3-200,3.0,200.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-12-22,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00210,PiEGetxo,0.24807,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,11.35,EXO2 multiparameter sonde,11.35,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,,,,,,,,,,21.8465,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.19,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0.006728683;Anteraxanthin: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.076512581;clorophyll C1: 0;clorophyll C2: 0;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.014319685;Hfu: 0;Lutein: 0.021582984;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0.014383848,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
147,EMOBON_PiEGetxo_Wa_49,EMO BON PiEGetxo Wa  211222 3um (2),EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,PiEGetxo_Wa_211222,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,2,8.5,1.0,3-200,3.0,200.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-12-22,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00211,PiEGetxo,0.24807,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,11.35,EXO2 multiparameter sonde,11.35,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,,,,,,,,,,21.8465,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.19,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0.006728683;Anteraxanthin: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.076512581;clorophyll C1: 0;clorophyll C2: 0;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.014319685;Hfu: 0;Lutein: 0.021582984;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0.014383848,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
148,EMOBON_PiEGetxo_Wa_50,EMO BON PiEGetxo Wa  211222  0.2um (1),EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,PiEGetxo_Wa_211222,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,1,8.5,1.0,0.2-3,0.2,3.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-12-22,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00212,PiEGetxo,0.24807,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,11.35,EXO2 multiparameter sonde,11.35,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,,,,,,,,,,21.8465,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.19,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0.006728683;Anteraxanthin: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.076512581;clorophyll C1: 0;clorophyll C2: 0;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.014319685;Hfu: 0;Lutein: 0.021582984;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0.014383848,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
149,EMOBON_PiEGetxo_Wa_51,EMO BON PiEGetxo Wa  211222  0.2um (2),EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,PiEGetxo_Wa_211222,Oihane Diaz de Cerio,0000-0002-5605-8434,high_tide,1.0,,2,8.5,1.0,0.2-3,0.2,3.0,,Niskin,WaSOP 1,MasterFlex L/S,2021-12-22,"BBEBB, freezer 12 ",-80.0,Xabier Lecube, 0000-0002-1005-4593,Ibon Cancio, 0000-0003-4841-0079,,2022-01-17,2022-01-19,-70.0,2022-02-22,2022-02-23,,,,EMOBON00213,PiEGetxo,0.24807,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,11.35,EXO2 multiparameter sonde,11.35,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,18.27,EXO2 multiparameter sonde,,,,,,,,,,21.8465,EXO2 multiparameter sonde,,,,,,,,,,,,,,,,,,,,,,,7.19,EXO2 multiparameter sonde,,,,,,,,,,,Aloxanthin: 0.006728683;Anteraxanthin: 0;B-carotene: 0;Bfu: 0;Clorofyll b: 0.076512581;clorophyll C1: 0;clorophyll C2: 0;Crocoxanthin: 0;Diadinoxanthin: 0;Diatoxanthin: 0;Dinoxanthin: 0;Fucoxanthin: 0.014319685;Hfu: 0;Lutein: 0.021582984;Neoxanthin: 0;Peridinin: 0;Prasinoxanthin: 0;Violaxanthin: 0;Zeaxanthin: 0.014383848,HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000,,,,,,,,,,,0.0,,,,water_column
150,EMOBON_VB_Wa_1,EMO BON VB 210621 Wa 3µm (1),EMOBON metagenome water sample from station VB collected on 2021-06-21 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-21,VB_Wa_210621,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,3.0,,,Niskin,WaSOP 1,bleach,2021-06-21,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00023,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
151,EMOBON_VB_Wa_2,EMO BON VB 210621 Wa 3µm (2),EMOBON metagenome water sample from station VB collected on 2021-06-21 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-21,VB_Wa_210621,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,3.0,,,Niskin,WaSOP 1,bleach,2021-06-21,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00024,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
152,EMOBON_VB_Wa_4,EMO BON VB 210621 Wa 0.2µm (1),EMOBON metagenome water sample from station VB collected on 2021-06-21 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-21,VB_Wa_210621,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-06-21,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00025,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
153,EMOBON_VB_Wa_5,EMO BON VB 210621 Wa 0.2µm (2),EMOBON metagenome water sample from station VB collected on 2021-06-21 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-21,VB_Wa_210621,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-06-21,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00026,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
154,EMOBON_VB_Wa_41,EMO BON VB 210823 Wa 3µm (1),EMOBON metagenome water sample from station VB collected on 2021-08-23 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-23,VB_Wa_210823,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,3.0,200.0,,Niskin,WaSOP 1,bleach,2021-08-23,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00027,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
155,EMOBON_VB_Wa_42,EMO BON VB 210823 Wa 3µm (2),EMOBON metagenome water sample from station VB collected on 2021-08-23 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-23,VB_Wa_210823,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,3.0,200.0,,Niskin,WaSOP 1,bleach,2021-08-23,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00028,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
156,EMOBON_VB_Wa_43,EMO BON VB 210823 Wa 0.2µm (1),EMOBON metagenome water sample from station VB collected on 2021-08-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-23,VB_Wa_210823,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-08-23,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00029,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
157,EMOBON_VB_Wa_44,EMO BON VB 210823 Wa 0.2µm (2),EMOBON metagenome water sample from station VB collected on 2021-08-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-23,VB_Wa_210823,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-08-23,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2021-10-12,2021-10-14,-70.0,2021-11-24,2021-11-24,,,,EMOBON00030,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
158,EMOBON_VB_Wa_93,EMO BON VB 211018 Wa 3µm (1),EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,3.0,200.0,,Niskin,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,,,EMOBON00172,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
159,EMOBON_VB_Wa_94,EMO BON VB 211018 Wa 3µm (2),EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 3-9999um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,3.0,200.0,,Niskin,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,,,EMOBON00173,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
160,EMOBON_VB_Wa_95,EMO BON VB 211018 Wa 3µm blank,EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,,,blank_1,,,3.0,3.0,,,,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,,,,,,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00174,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
161,EMOBON_VB_Wa_96,EMO BON VB 211018 Wa 0.2µm (1),EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,1.0,,1,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,,,EMOBON00175,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
162,EMOBON_VB_Wa_97,EMO BON VB 211018 Wa 0.2µm (2),EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,1.0,,2,13.0,1.0,,0.2,3.0,,Niskin,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,-80.0,Louis Caray--Counil,,Cecile Fauvelot,0000-0003-0806-1222,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,,,EMOBON00176,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
163,EMOBON_VB_Wa_98,EMO BON VB 211018 Wa 0.2µm blank,EMOBON metagenome water sample from station VB collected on 2021-10-18 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-18,VB_Wa_211018,Louis Caray--Counil,,no_tide,,,blank_1,,,,0.2,3.0,,,WaSOP 1,bleach,2021-10-18,-80°C galeriens 1st shelf left,,,,,,,2022-01-17,2022-01-25,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00177,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
